id,question,valid,row_count,needs_manual_review,review_reason,expected_family,expected_answer_shape,error,human_gold_valid,human_notes,semantic_audit_status,semantic_audit_notes
FINALKGQA498,Which technology categories show the greatest overall percentage change in future demand per quarter?,True,40,False,,future_demand,sum,,,,,
FINALKGQA499,"For each month, what is the combined number of vehicle sales units according to the actual data?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA500,Which vehicle type together with SAE level stands out for having the top autonomous driving percentage?,True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA501,How many OrderCancellation records have a link to the Semiconductor survey?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA502,"Which semiconductor companies have reported facing a shortage, and what is their total count?",True,1,False,,shortage,count,,correct,Correct: query lists Semiconductor companies with reportsShortage=true and includes the total count.,correct,Correct: query lists Semiconductor companies with reportsShortage=true and includes the total count.
FINALKGQA503,Give me the Tier1 inventory trend details for every component?,True,18,False,,inventory,raw_or_lookup,,,,,
FINALKGQA504,What is the number of TechnologyCategory items currently listed?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA505,What is the combined Semiconductor demand value attributed to the Americas region?,True,1,False,,regional_demand,sum,,,,correct,Returns combined Semiconductor demand for Americas; matches the question.
FINALKGQA506,How do the percentage changes for baselines BL1 and BL2 compare in the Tier1 automotive segment?,True,2,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA507,For which vehicle type is the average change in forecasted demand the greatest?,True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA508,What is the overall count of VehicleSalesObservation records stored?,True,1,False,,vehicle_sales,count,,,,,
FINALKGQA509,"Provide the average autonomous-driving percentage for every vehicle type, aggregated over all years?",True,9,False,,autonomous_driving,average,,correct,Correct after repair: averages autonomous-driving percentage by vehicle type across all years combined.,correct,Correct after repair: averages autonomous-driving percentage by vehicle type across all years combined.
FINALKGQA510,How many OrderCancellation records can be found in the dataset?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA511,How many OEM companies have not disclosed any semiconductor shortage?,True,1,False,,shortage,count,,,,,
FINALKGQA512,Which component is associated with the largest number of participants in Tier1 inventory?,True,1,False,,inventory,ranking_top,,correct,Correct: sums Tier1 inventory participants by component and returns the largest component.,correct,Correct: sums Tier1 inventory participants by component and returns the largest component.
FINALKGQA513,"For BEV, BEHV, and ICE, what is the current-demand percentage change reported by each OEM?",True,3,False,,catalog_lookup,raw_or_lookup,,probably_correct,Probably correct: query returns OEM-survey BEV/BEHV/ICE current-demand percentage changes; wording could be read as individual OEMs.,probably_correct,Probably correct: query returns OEM-survey BEV/BEHV/ICE current-demand percentage changes; wording could be read as individual OEMs.
FINALKGQA514,List the regions with the greatest total current demand reported by OEMs?,True,5,False,,regional_demand,sum,,,,,
FINALKGQA515,What is the overall current demand gap between BL1 and BL2 for Tier1?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA516,How many FutureDemandAnalysis entries correspond to the Tier1 survey?,True,1,False,,future_demand,count,,,,,
FINALKGQA517,"For each month, what are the combined vehicle sales figures, broken out by actual versus forecasted results?",True,48,False,,vehicle_sales,sum,,,,,
FINALKGQA518,What vehicle type dominates in terms of percentage at Level 5 autonomy?,True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA519,Which response type related to order cancellations includes the highest participant count?,True,1,False,,order_cancellation,ranking_top,,,,correct,Returns the response type with the highest summed order-cancellation participant count; matches the top response-type question.
FINALKGQA520,Show me the companies that have reported a semiconductor shortage in any of the relevant surveys?,True,6,False,,shortage,raw_or_lookup,,,,correct,Lists companies reporting semiconductor shortage and their survey type; matches the requested company list across relevant surveys.
FINALKGQA521,What is the overall Tier1 inventory response amount grouped by component and trend?,True,9,False,,inventory,sum,,,,,
FINALKGQA522,What is the count of companies that are linked with the Semiconductor survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA523,Which regions experienced the greatest changes in semiconductor demand percentage each quarter?,True,35,False,,regional_demand,sum,,,,,
FINALKGQA524,What is the overall percentage change when BL1 and BL2 are combined for Tier1 Automotive current demand?,True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA525,What is the overall quantity of FutureDemandAnalysis entries?,True,1,False,,future_demand,count,,,,,
FINALKGQA526,What is the month with the largest actual vehicle sales total?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA527,What is the average autonomous driving development level associated with each vehicle type and SAE level?,True,15,False,,autonomous_driving,average,,,,,
FINALKGQA528,What technology category and response type are documented for order-cancellation participant observations?,True,15,False,,order_cancellation,raw_or_lookup,,,,,
FINALKGQA529,How many semiconductor companies have not provided information about experiencing a semiconductor shortage?,True,1,False,,shortage,count,,,,,
FINALKGQA530,"For semiconductor technologies, which inventory trend and category duo is present in the highest number of cases?",True,1,False,,inventory,ranking_top,,,,,
FINALKGQA531,Provide the conversion factors organized by both technology category and vehicle type?,True,15,False,,catalog_lookup,raw_or_lookup,,correct,"Manual semantic spot check: query returns conversion factors by technology category and vehicle type, matching the requested two-dimensional lookup.",correct,"Manual semantic spot check: query returns conversion factors by technology category and vehicle type, matching the requested two-dimensional lookup."
FINALKGQA532,"What is the total demand reported in Tier1, OEM, and Semiconductor surveys for each region?",True,15,False,,regional_demand,sum,,,,,
FINALKGQA533,Which baseline types have been captured in the dataset?,True,5,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA534,"Show the combined future demand amounts for Tier1, organized by region and quarter?",True,35,False,,future_demand,sum,,,,,
FINALKGQA535,Which monthly vehicle unit sums are indicated in the forecast data?,True,36,False,,vehicle_sales,sum,,,,,
FINALKGQA536,How does the autonomous driving development percentage average out on a per-year basis?,True,3,False,,autonomous_driving,average,,,,correct,Returns average autonomous-driving percentage per year; matches the question.
FINALKGQA537,What number of OrderCancellation entries are linked with OEM survey submissions?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA538,In which survey type do companies most frequently report shortages?,True,1,False,,shortage,ranking_top,,,,,
FINALKGQA539,List the total count of semiconductor inventory trends grouped by technology category?,True,9,False,,inventory,count,,,,,
FINALKGQA540,Show the total number of active component share categories per Tier1 company?,True,3,False,,catalog_lookup,count,,,,,
FINALKGQA541,"Among all regions, which one reports the least total demand based on the Semiconductor survey data?",True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA542,Report the count of Tier1 Automotive current-demand entries for both BL1 and BL2 baselines individually?,True,2,False,,current_demand_baselines,count,,,,,
FINALKGQA543,How many FutureDemandAnalysis entries correspond to Semiconductor surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA544,"For each vehicle type and year, what is the combined sales volume?",True,6,False,,vehicle_sales,sum,,,,,
FINALKGQA545,"What is the average autonomous-driving development value among OEMs when categorized by vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA546,What is the total volume of order cancellations recorded for each semiconductor technology category?,True,5,False,,order_cancellation,sum,,,,,
FINALKGQA547,"Among Tier1 companies, what is the count of those that have reported a shortage and those that have not?",True,2,False,,shortage,count,,,,,
FINALKGQA548,"What is the sum of inventory for each category: EV, non-EV, and mixed components?",True,3,False,,inventory,sum,,correct,"Correct: returns inventory trend counts and total per EV, non-EV, and mixed component category.",correct,"Correct: returns inventory trend counts and total per EV, non-EV, and mixed component category."
FINALKGQA549,Show me every technology category name in the catalog?,True,5,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA550,Which region reports the largest total demand based on the OEM survey data?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA551,"Within Tier1 Automotive baselines, which has experienced the highest average percentage change in current demand?",True,1,False,,current_demand_baselines,ranking_top,,,,,
FINALKGQA552,"What are the combined future demand figures for semiconductors, organized by technology category and quarter?",True,40,False,,future_demand,sum,,correct,Correct: returns combined Semiconductor future-demand figures by technology category and quarter across options.,correct,Correct: returns combined Semiconductor future-demand figures by technology category and quarter across options.
FINALKGQA553,What is the aggregate number of forecast vehicle sales units reflected in the records?,True,1,False,,vehicle_sales,sum,,correct,"Manual semantic spot check: query returns one aggregate SUM of forecast vehicle sales units, matching the requested aggregate forecast sales total.",correct,"Manual semantic spot check: query returns one aggregate SUM of forecast vehicle sales units, matching the requested aggregate forecast sales total."
FINALKGQA554,"What are the average autonomous-driving development metrics for Tier1 suppliers, organized according to vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA555,How is the total count of semiconductor order cancellation responses distributed across different technology categories and response types?,True,15,False,,order_cancellation,sum,,correct,Correct: query sums order-cancellation participant counts by technology category and response type.,correct,Correct: query sums order-cancellation participant counts by technology category and response type.
FINALKGQA556,What is the total count of Tier1 companies that mention a semiconductor shortage in their reports?,True,1,False,,shortage,count,,,,,
FINALKGQA557,"How many inventory entries in Tier1 companies have a status of increase, stable, or decrease?",True,3,False,,inventory,count,,,,,
FINALKGQA558,What is the count of all Quarter entities in the system?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA559,What is the average quarterly trend in demand percentage reported by the Tier1 survey?,True,7,False,,regional_demand,average,,correct,Correct: computes average Tier1 demand percentage change by quarter; trend flag is a false positive from wording.,correct,Correct: computes average Tier1 demand percentage change by quarter; trend flag is a false positive from wording.
FINALKGQA560,How large is the overall percentage change in current demand for BL1 and BL2 when considering Tier1?,True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA561,Provide the overall future demand percentage per region and quarter as indicated by OEM survey responses?,True,35,False,,future_demand,sum,,correct,Correct: returns OEM future-demand percentage share by region and quarter.,correct,Correct: returns OEM future-demand percentage share by region and quarter.
FINALKGQA562,For which month are forecast vehicle sales projected to be the highest?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA563,"What is the average autonomous driving percentage per OEM, segmented by vehicle, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA564,What is the count of OrderCancellation events that are linked with the Tier1 survey?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA565,"Across the Tier1, OEM, and Semiconductor surveys, how many companies are indicated as facing shortages in each survey?",True,6,False,,shortage,count,,,,,
FINALKGQA566,Show the total Tier1 inventory participant count broken down by component?,True,3,False,,inventory,sum,,,,correct,"Semantically valid: question explicitly asks Tier1 inventory participant count by component, and the query sums participantCount per component."
FINALKGQA567,Could you provide the list of quarters referenced in this dataset?,True,8,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA568,Which regions and quarters experienced the greatest overall shifts in OEM demand percentage?,True,35,False,,regional_demand,sum,,,,,
FINALKGQA569,What is the total Tier1 current demand percentage change difference between BL1 and BL2?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA570,"List the future demand percentage totals for Semiconductor, organized by region and quarter?",True,35,False,,future_demand,sum,,,,,
FINALKGQA571,Which vehicle type posts the highest total sales in a given year?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA572,"Across Tier1 suppliers, how does autonomous driving development average out when analyzed by both vehicle type and SAE level?",True,45,False,,autonomous_driving,average,,needs_recheck,"Pasted Fuseki output showed no data, but the repaired gold validation reported this query as non-empty. Re-run using evaluation/question_sets/true_demand_final_1000_gold_repaired.json with prefixes to confirm.",correct,Rechecked using the repaired gold query; corrected Tier1 autonomous-driving hasDetail path returns data and matches the requested vehicle type and SAE-level grouping.
FINALKGQA573,What is the aggregate count of order cancellation responses per semiconductor technology category?,True,15,False,,order_cancellation,sum,,correct,Correct after repair: returns aggregate order-cancellation response count per semiconductor technology category.,correct,Correct after repair: returns aggregate order-cancellation response count per semiconductor technology category.
FINALKGQA574,"For semiconductor companies, how many reported a shortage versus those that did not?",True,2,False,,shortage,count,,,,,
FINALKGQA575,"Per component, what is the total count of Tier1 inventory trend records?",True,9,False,,inventory,count,,correct,Correct: query counts Tier1 inventory trend records per component.,correct,Correct: query counts Tier1 inventory trend records per component.
FINALKGQA576,How many companies are listed as being linked with the OEM survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA577,Which region leads in semiconductor demand volume?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA578,What is the mean current-demand change at BL1 and BL2 levels for Automotive Tier1 survey participants?,True,2,False,,current_demand_baselines,average,,,,correct,Returns mean current-demand change for BL1 and BL2 in Tier1 Automotive; matches the question.
FINALKGQA579,"Among all technology categories, which one records the maximum average percentage change in future demand projections?",True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA580,"List the aggregate number of vehicle units sold by month, using only actual sales information?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA581,What is the number of SAE levels represented in the available information?,True,1,False,,autonomous_driving,count,,,,correct,Counts distinct SAE levels represented; matches the question.
FINALKGQA582,How many OrderCancellation transactions are tied to the Semiconductor survey?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA583,"Which survey types have companies reporting shortages, and what is the count for each type?",True,6,False,,shortage,count,,,,,
FINALKGQA584,How does the Tier1 inventory trend data appear for each component?,True,18,False,,inventory,raw_or_lookup,,correct,Correct: returns Tier1 inventory trend data by component.,correct,Correct: returns Tier1 inventory trend data by component.
FINALKGQA585,Which technology categories can be identified along with their current demand values and the respective percent changes?,True,5,False,,catalog_lookup,raw_or_lookup,,correct,Correct: returns technology categories with current demand and B1/B2 percent-change values.,correct,Correct: returns technology categories with current demand and B1/B2 percent-change values.
FINALKGQA586,Could you provide both the total and the average demand levels reported in the Semiconductor survey?,True,1,False,,regional_demand,average,,,,,
FINALKGQA587,"When considering Tier1 automotive survey feedback, what is the summed percentage change in current demand for BL1 and BL2?",True,1,False,,current_demand_baselines,sum,,,,correct,Returns summed BL1 and BL2 current-demand percentage changes for Tier1 automotive; matches the question.
FINALKGQA588,"Across different quarters, how does the average percentage change in future demand differ among vehicle types?",True,24,False,,future_demand,average,,,,,
FINALKGQA589,What is the aggregate number of actual vehicle-sales units reported?,True,1,False,,vehicle_sales,sum,,,,,
FINALKGQA590,How many AutonomousDrivingDevelopment records are there?,True,1,False,,autonomous_driving,count,,,,,
FINALKGQA591,What is the aggregate number of OrderCancellation entries?,True,1,False,,order_cancellation,count,,,,correct,Counts OrderCancellation entries; matches the aggregate-count question.
FINALKGQA592,How many Tier1 companies are there that have not reported any semiconductor shortages?,True,1,False,,shortage,count,,,,,
FINALKGQA593,What component has the greatest overall Tier1 inventory participant count?,True,1,False,,inventory,ranking_top,,correct,Correct: sums Tier1 inventory participants by component and returns the greatest component.,correct,Correct: sums Tier1 inventory participants by component and returns the greatest component.
FINALKGQA594,Identify all regions that are recorded in the system?,True,5,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA595,What is the aggregate Tier1 demand reported for the Americas region?,True,1,False,,regional_demand,sum,,,,,
FINALKGQA596,Identify the percentage changes recorded for BL1 and BL2 baselines under Tier1 automotive?,True,2,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA597,"What are the quarterly totals of future demand for Option1, Option2, and Option3 in Automotive?",True,8,False,,future_demand,sum,,,,correct,"Returns quarterly future-demand totals for Option1, Option2, and Option3 in Automotive; shape matches the requested pivoted totals."
FINALKGQA598,Could you provide the number of vehicle sales observations identified as actual and those identified as forecast?,True,2,False,,vehicle_sales,count,,,,,
FINALKGQA599,Which pairing of vehicle type and SAE level reports the highest percentage of autonomous driving?,True,1,False,,autonomous_driving,ranking_top,,,,correct,Returns the vehicle type and SAE-level pairing with the highest autonomous-driving percentage; matches the question.
FINALKGQA600,Which order cancellation response type attracts the largest number of participants?,True,1,False,,order_cancellation,ranking_top,,correct,Correct: sums order-cancellation participants by response type and returns the largest response type.,correct,Correct: sums order-cancellation participants by response type and returns the largest response type.
FINALKGQA601,"How many OEM companies have indicated a shortage, and how many have not?",True,2,False,,shortage,count,,,,correct,Returns yes/no shortage counts for OEM companies; matches the question.
FINALKGQA602,List the total Tier1 inventory responses segmented by both component and trend?,True,9,False,,inventory,sum,,,,,
FINALKGQA603,What is the number of regions captured in the survey data?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA604,How does the combined demand from Tier1 and OEM differ across regions?,True,5,False,,regional_demand,sum,,,,,
FINALKGQA605,Determine the total current demand delta by subtracting BL2 from BL1 for Tier1?,True,1,False,,current_demand_baselines,sum,,correct,Correct: computes the Tier1 BL1-minus-BL2 current-demand delta.,correct,Correct: computes the Tier1 BL1-minus-BL2 current-demand delta.
FINALKGQA606,How many FutureDemandAnalysis records are tied to OEM survey information?,True,1,False,,future_demand,count,,,,correct,Counts FutureDemandAnalysis records tied to OEM survey information; matches the question.
FINALKGQA607,Which months had what total vehicle sales units according to the actual figures?,True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA608,What is the mean autonomous-driving percentage recorded for each vehicle type when considering data from all years?,True,9,False,,autonomous_driving,average,,correct,Correct: query averages autonomous-driving percentage by vehicle type across all years without grouping by year.,correct,Correct: query averages autonomous-driving percentage by vehicle type across all years without grouping by year.
FINALKGQA609,How is each order-cancellation participant observation classified by technology category and response type?,True,15,False,,order_cancellation,raw_or_lookup,,correct,Correct: returns classification of each order-cancellation participant observation by technology category and response type.,correct,Correct: returns classification of each order-cancellation participant observation by technology category and response type.
FINALKGQA610,Identify the total number of OEM companies that have reported a semiconductor shortage?,True,1,False,,shortage,count,,,,,
FINALKGQA611,Which semiconductor technology category combined with an inventory trend occurs in the greatest number of records?,True,1,False,,inventory,ranking_top,,,,,
FINALKGQA612,How many distinct companies are tied to the Tier1 survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA613,How many DemandForRegion items are connected to the Semiconductor survey?,True,1,False,,regional_demand,count,,,,,
FINALKGQA614,How do the percentage-change values for BL1 and BL2 add up in Tier1 Automotive current demand?,True,2,False,,current_demand_baselines,sum,,correct,"Manual semantic spot check: query returns BL1 and BL2 percentage-change sums for Tier1 Automotive current demand, matching the requested grouped baseline sum.",correct,"Manual semantic spot check: query returns BL1 and BL2 percentage-change sums for Tier1 Automotive current demand, matching the requested grouped baseline sum."
FINALKGQA615,Display the future-demand percentages sorted by technology category and quarter?,True,120,False,,future_demand,raw_or_lookup,,correct,Correct: returns future-demand percentages ordered by technology category and quarter.,correct,Correct: returns future-demand percentages ordered by technology category and quarter.
FINALKGQA616,How many VehicleSalesObservation records have been recorded?,True,1,False,,vehicle_sales,count,,,,,
FINALKGQA617,Which vehicle type features the highest percentage at Level 5 autonomy?,True,1,False,,autonomous_driving,ranking_top,,,,correct,Returns the vehicle type with the highest SAE Level 5 autonomous-driving percentage; matches the question.
FINALKGQA618,How many OrderCancellation entries reference OEM survey documents?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA619,What are the counts of semiconductor companies that have experienced shortages and those that have not?,True,2,False,,shortage,count,,,,,
FINALKGQA620,Provide the number of semiconductor inventory trends corresponding to each technology category?,True,9,False,,inventory,count,,,,,
FINALKGQA621,"What survey types can be found among the Tier1, OEM, and Semiconductor categories?",True,3,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA622,List the regions with the largest total current demand for semiconductors?,True,5,False,,regional_demand,sum,,,,,
FINALKGQA623,Provide the set of baseline types represented in the data?,True,5,False,,current_demand_baselines,raw_or_lookup,,,,correct,Lists distinct baseline types represented in the data; matches the question.
FINALKGQA624,Determine the mean change in future demand for each technology bucket in each quarter?,True,40,False,,future_demand,average,,,,correct,Returns average future-demand change per technology bucket and quarter; matches the grouped mean request.
FINALKGQA625,"List the total vehicle sales for every month, indicating which figures are actual results and which are forecasts?",True,48,False,,vehicle_sales,sum,,,,,
FINALKGQA626,What are the average autonomous driving development levels found for each vehicle type and SAE level grouping?,True,15,False,,autonomous_driving,average,,,,,
FINALKGQA627,How do order cancellations accumulate within each semiconductor technology category?,True,5,False,,order_cancellation,sum,,,,,
FINALKGQA628,"Among OEM companies, how many responded yes to having a shortage and how many responded no?",True,2,False,,shortage,count,,,,,
FINALKGQA629,"How does the total inventory compare among EV, non-EV, and mixed component segments?",True,3,False,,inventory,sum,,,,,
FINALKGQA630,Which technology category stands out for having the greatest current demand?,True,1,False,,catalog_lookup,ranking_top,,,,,
FINALKGQA631,"How does the sum of demand compare across regions when grouped by survey type: Tier1, OEM, and Semiconductor?",True,15,False,,regional_demand,sum,,,,correct,"Returns regional demand sums grouped by survey type; matches the requested comparison across Tier1, OEM, and Semiconductor."
FINALKGQA632,What is the quantity of Tier1 Automotive current-demand entries registered for BL1 versus BL2 baselines?,True,2,False,,current_demand_baselines,count,,,,,
FINALKGQA633,"Across quarters, how much does the percentage change in future demand add up to for each technology category?",True,40,False,,future_demand,sum,,,,correct,Returns summed future-demand percentage change grouped by technology category and quarter; matches the requested cumulative per-quarter breakdown.
FINALKGQA634,Which month saw the highest volume of actual vehicle sales?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA635,What is the average percentage of autonomous driving development reported annually?,True,3,False,,autonomous_driving,average,,,,,
FINALKGQA636,What is the total number of semiconductor order cancellation responses for each combination of technology category and response type?,True,15,False,,order_cancellation,sum,,correct,Correct: sums semiconductor order-cancellation participant counts by technology category and response type.,correct,Correct: sums semiconductor order-cancellation participant counts by technology category and response type.
FINALKGQA637,What is the distribution of Tier1 companies based on whether they reported a shortage or not?,True,2,False,,shortage,count,,,,,
FINALKGQA638,"Among Tier1 companies, what is the total number of inventory entries with a status of increase, stable, or decrease?",True,3,False,,inventory,count,,,,,
FINALKGQA639,How many companies are registered in the catalog?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA640,Which region reports the largest total demand based on Tier1 survey data?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA641,Which Tier1 Automotive baseline leads in terms of average current-demand percentage change?,True,1,False,,current_demand_baselines,ranking_top,,,,,
FINALKGQA642,Which vehicle type demonstrates the maximum average change in predicted future demand?,True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA643,What are the monthly aggregated vehicle unit counts from the forecast data?,True,36,False,,vehicle_sales,sum,,correct,Correct: returns monthly aggregated forecast vehicle unit counts.,correct,Correct: returns monthly aggregated forecast vehicle unit counts.
FINALKGQA644,"Please show the average autonomous-driving development for OEMs, broken down by vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA645,How many OrderCancellation items are associated with the Tier1 survey?,True,1,False,,order_cancellation,count,,,,correct,Counts OrderCancellation items linked to Tier1 survey; zero count is valid evidence for this count question.
FINALKGQA646,How many companies classified as semiconductor firms have reported a shortage in semiconductors?,True,1,False,,shortage,count,,,,,
FINALKGQA647,"Across all components, what is the cumulative Tier1 inventory participant total for each one?",True,3,False,,inventory,sum,,probably_correct,"Manual semantic spot check: query returns cumulative Tier1 inventory participant totals by component. Shape matches the question, but inventory participant-count modelling should remain under review.",correct,"Semantically valid: question concerns cumulative Tier1 inventory participant totals by component, and the query returns participantCount totals per component."
FINALKGQA648,How many TechnologyCategory types are included in our catalog?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA649,Which regions report the highest overall demand based on the Tier1 survey data?,True,5,False,,regional_demand,sum,,,,,
FINALKGQA650,"For Tier1, what is the total of the current demand percentage changes for both BL1 and BL2?",True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA651,How many FutureDemandAnalysis entries are tied to the Tier1 survey?,True,1,False,,future_demand,count,,,,correct,Counts FutureDemandAnalysis entries tied to Tier1 survey; zero count is valid for this count question.
FINALKGQA652,List the overall sales totals for every vehicle type in each year?,True,6,False,,vehicle_sales,sum,,,,,
FINALKGQA653,"Among Tier1 suppliers, how is the average autonomous-driving development distributed when considering vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA654,"Across semiconductor technology categories, what is the cumulative number of order cancellation responses?",True,15,False,,order_cancellation,sum,,correct,Correct after repair: returns cumulative order-cancellation response count across semiconductor technology categories.,correct,Correct after repair: returns cumulative order-cancellation response count across semiconductor technology categories.
FINALKGQA655,What is the total number of OEM companies that did not report a semiconductor shortage?,True,1,False,,shortage,count,,,,,
FINALKGQA656,"For each component, what is the total number of Tier1 inventory trend records available?",True,9,False,,inventory,count,,correct,Correct: query counts Tier1 inventory trend records per component.,correct,Correct: query counts Tier1 inventory trend records per component.
FINALKGQA657,"Provide the current-demand percentage change for BEV, BEHV, and ICE for every OEM?",True,3,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA658,Identify the survey type that records the maximum aggregate demand across all data?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA659,What is the cumulative difference in Tier1 current demand percentage change between BL1 and BL2?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA660,How many FutureDemandAnalysis items are currently listed?,True,1,False,,future_demand,count,,,,,
FINALKGQA661,Could you tell me the sum of all forecast vehicle sales units reported in the data?,True,1,False,,vehicle_sales,sum,,,,,
FINALKGQA662,"How does the average percentage of autonomous driving vary for OEMs when analyzed by vehicle, SAE level, and year?",True,45,False,,autonomous_driving,average,,correct,"Correct: query averages OEM autonomous-driving percentage by vehicle type, SAE level, and year.",correct,"Correct: query averages OEM autonomous-driving percentage by vehicle type, SAE level, and year."
FINALKGQA663,What is the quantity of OrderCancellation entries that reference the Semiconductor survey?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA664,Which companies have disclosed a semiconductor shortage in their survey feedback?,True,6,False,,shortage,raw_or_lookup,,,,correct,Lists companies disclosing shortage across survey types; matches the question.
FINALKGQA665,What Tier1 inventory trend information is documented for each component?,True,18,False,,inventory,raw_or_lookup,,correct,Correct: returns Tier1 inventory trend information by component.,correct,Correct: returns Tier1 inventory trend information by component.
FINALKGQA666,How many distinct companies are listed as participants in the Semiconductor survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA667,What is the average demand percentage change by vehicle type according to the OEM survey results?,True,7,False,,catalog_lookup,average,,correct,Correct after repair: question now matches the populated OEM DemandResponse percentage-change path grouped by vehicle type; the original quarterly wording was not supported by a percentage-scale quarterly path.,correct,Correct after repair: question now matches the populated OEM DemandResponse percentage-change path grouped by vehicle type; the original quarterly wording was not supported by a percentage-scale quarterly path.
FINALKGQA668,"For Tier1 respondents in the Automotive domain, what average change in current-demand is seen at BL1 and BL2?",True,2,False,,current_demand_baselines,average,,,,,
FINALKGQA669,How much future demand is expected for Tier1 when grouped by region and quarter?,True,35,False,,future_demand,sum,,,,,
FINALKGQA670,Name the month when forecasted vehicle sales are at their highest level?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA671,What is the average autonomous driving development for each combination of vehicle type and SAE level among Tier1 suppliers?,True,45,False,,autonomous_driving,average,,correct,Correct: query averages Tier1 autonomous-driving development by vehicle type and SAE level.,correct,Correct: query averages Tier1 autonomous-driving development by vehicle type and SAE level.
FINALKGQA672,How many OrderCancellation records exist in total?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA673,What is the total count of semiconductor companies that have not reported any semiconductor shortage?,True,1,False,,shortage,count,,,,,
FINALKGQA674,Which component is linked to the highest total of Tier1 inventory participants?,True,1,False,,inventory,ranking_top,,,,,
FINALKGQA675,"For each technology category and vehicle type, what conversion factors are available?",True,15,False,,catalog_lookup,raw_or_lookup,,correct,Correct: returns conversion factors for each technology category and vehicle type.,correct,Correct: returns conversion factors for each technology category and vehicle type.
FINALKGQA676,Could you provide the overall and mean demand levels indicated by the OEM survey?,True,1,False,,regional_demand,average,,correct,Correct: returns both total and average OEM demand levels.,correct,Correct: returns both total and average OEM demand levels.
FINALKGQA677,What is the total of the percentage changes in current demand for BL1 and BL2 based on Tier1 automotive survey responses?,True,1,False,,current_demand_baselines,sum,,correct,Correct: returns combined BL1 and BL2 Tier1 Automotive current-demand percentage changes.,correct,Correct: returns combined BL1 and BL2 Tier1 Automotive current-demand percentage changes.
FINALKGQA678,How many FutureDemandAnalysis entries are tied to Semiconductor surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA679,Which vehicle type reaches the top spot for total yearly sales?,True,1,False,,vehicle_sales,ranking_top,,,,,
