request_id,question,topic,expected_route,system_mode,route,selected_source,estimated_llm_calls,candidate_count,graph_row_count,graph_error,row_preview,answer_text,execution_selection_reason,selected_query,correctness,notes,strict_result_match,source_gold_id,audit_method,human_sparql_difficulty,failure_type,failure_family
FULLKGQA0593,How many OrderCancellation entries have been documented?,order_cancellation,,llm_ranking,llm_ranking,infineon,0,5,1,,"[{""count"": ""30""}]",Answer: The result is 30.,kept_selected_nonempty,SELECT (COUNT(?entry) AS ?count) WHERE { ?entry a survey:OrderCancellation . },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0594,Which regions and quarters experienced the greatest overall percentage change in Tier1 demand?,regional_demand,,llm_ranking,llm_ranking,validated_retrieval,0,11,35,,"[{""quarterLabel"": ""Q1 2026"", ""regionName"": ""Americas"", ""totalPctChange"": ""0.0""}, {""quarterLabel"": ""Q1 2026"", ""regionName"": ""Asia Pacific/All Other"", ""totalPctChange"": ""0.0""}, {""quarterLabel"": ""Q1 2026"", ""regionName"": ""Asia Pacific/China"", ""totalPctChange"": ""0.0""}, {""quarterLabel"": ""Q1 2026"", ""regionName"": ""Europe"", ""totalPctChange"": ""0.0""}, {""quarterLabel"": ""Q1 2026"", ""regionName"": ""Japan"", ""totalPctChange"": ""0.0""}, {""quarterLabel"": ""Q2 2025"", ""regionName"": ""Americas"", ""totalPctChange"": ""10.8""}, {""quarterLabel"": ""Q2 2025"", ""regionName"": ""Asia Pacific/All Other"", ""totalPctChange"": ""3.6""}, {""quarterLabel"": ""Q2 2025"", ""regionName"": ""Asia Pacific/China"", ""totalPctChange"": ""5.4""}, {""quarterLab...","Answer: The query returned 35 row(s). First results: quarter label: Q1 2026, region name: Americas, total pct change: 0.0; quarter label: Q1 2026, region name: Asia Pacific/All Other, total pct change: 0.0; quarter label: Q1 2026, region name: Asia Pacific/China, total pct change: 0.0; quarter label: Q1 2026, region name: Europe, total pct change: 0.0; quarter label: Q1 2026, region name: Japan, total pct change: 0.0; quarter label: Q2 2025, region name: Americas, total pct change: 10.8; quarter label: Q2 2025, region name: Asia Pacific/All Other, total pct change: 3.6; quarter label: Q2 2025, region name: Asia Pacific/China, total pct change: 5.4.",kept_selected_nonempty,SELECT ?quarterLabel ?regionName (SUM(?pct) AS ?totalPctChange) WHERE { ?d a survey:DemandForRegion ; survey:hasSurveyOrigin ?o ; survey:inRegion ?r ; survey:quarter ?q ; survey:totalDemandPercentageChange ?pct . ?o a survey:Tier1_Survey . ?r survey:regionName ?regionName . ?q survey:periodLabel ?quarterLabel . } GROUP BY ?quarterLabel ?regionName ORDER BY ?quarterLabel ?regionName,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0595,What is the number of Tier1 companies that indicated a shortage versus those that did not?,shortage,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""companyCount"": ""1""}]",Answer: The result is 1.,,"SELECT (COUNT(?company) AS ?companyCount) WHERE { BIND(""Tier1"" AS ?surveyGroup) ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . FILTER(?origin = survey:Tier1_Survey_Instance) FILTER(?shortage = false) }",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0596,How many actual vehicle-sales units have been accumulated across all records?,vehicle_sales,,llm_ranking,llm_ranking,validated_retrieval,0,6,2,,"[{""dataType"": ""actual"", ""observationCount"": ""21811""}, {""dataType"": ""forecast"", ""observationCount"": ""73048""}]","Answer: The query returned 2 row(s). Results: data type: actual, observation count: 21811; data type: forecast, observation count: 73048.",selected_best_executable_candidate,"SELECT ?dataType (COUNT(?obs) AS ?observationCount) WHERE { ?obs a survey:VehicleSalesObservation . OPTIONAL { ?obs survey:isActualData ?actual . } OPTIONAL { ?obs survey:isForecastData ?forecast . } BIND(IF(BOUND(?actual) && ?actual = true, 'actual', IF(BOUND(?forecast) && ?forecast = true, 'forecast', 'unknown')) AS ?dataType) } GROUP BY ?dataType ORDER BY ?dataType",incorrect,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,previously_audited_failure,vehicle_sales_metric_or_dimension
FULLKGQA0597,"For each combination of vehicle type and SAE level, what is the average autonomous driving development value?",autonomous_driving,,direct_graph_supported,auto_answer,capability_inventory,0,1,15,,"[{""avgPercentage"": ""42.0"", ""saeLevel"": ""SAE_Level_1"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""SAE_Level_2"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""SAE_Level_3"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""SAE_Level_4"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""SAE_Level_5"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""42.0"", ""saeLevel"": ""SAE_Level_1"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""SAE_Level_2"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""SAE_Level_3"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""SAE_Level_4"", ""vehicleType"": ""BEV""}, {""avgPe...","Answer: Autonomous-driving development returned 15 grouped row(s). First groups: vehicle type: BEHV, sae level: SAE Level 1, avg percentage: 42.0; vehicle type: BEHV, sae level: SAE Level 2, avg percentage: 52.0; vehicle type: BEHV, sae level: SAE Level 3, avg percentage: 62.0; vehicle type: BEHV, sae level: SAE Level 4, avg percentage: 72.0; vehicle type: BEHV, sae level: SAE Level 5, avg percentage: 82.0; vehicle type: BEV, sae level: SAE Level 1, avg percentage: 42.0; vehicle type: BEV, sae level: SAE Level 2, avg percentage: 52.0; vehicle type: BEV, sae level: SAE Level 3, avg percentage: 62.0.",,"SELECT ?vehicleType ?saeLevel (AVG(?pct) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasVehicleType ?vehicle ; survey:hasSAELevel ?sae ; survey:hasPercentage ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) BIND(REPLACE(STR(?sae), ""^.*/"", """") AS ?saeLevel) } GROUP BY ?vehicleType ?saeLevel ORDER BY ?vehicleType ?saeLevel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0598,"Among all technology categories, which one experiences the highest current demand?",catalog_lookup,,llm_ranking,llm_ranking,validated_retrieval,0,6,5,,"[{""currentDemand"": ""3155484"", ""percentChangeB1"": ""8.82003719660506"", ""percentChangeB2"": ""17.07867287036923"", ""technologyCategory"": ""10-16 nm""}, {""currentDemand"": ""56083"", ""percentChangeB1"": ""8.107639223548007"", ""percentChangeB2"": ""-10.31562956003758"", ""technologyCategory"": ""180-500 nm""}, {""currentDemand"": ""721730"", ""percentChangeB1"": ""12.543993562944516"", ""percentChangeB2"": ""42.87752857423543"", ""technologyCategory"": ""2-7 nm""}, {""currentDemand"": ""2100275"", ""percentChangeB1"": ""9.695441758824886"", ""percentChangeB2"": ""14.379454258157114"", ""technologyCategory"": ""28-45 nm""}, {""currentDemand"": ""3251636"", ""percentChangeB1"": ""9.710981098717197"", ""percentChangeB2"": ""27.29729248306639"", ""technologyC...","Answer: The query returned 5 grouped row(s). The highest returned current demand is for technology category: 55-150 nm, percent change b1: 9.710981098717197, percent change b2: 27.29729248306639 with 3,251,636.",selected_best_executable_candidate,SELECT ?technologyCategory ?currentDemand ?percentChangeB1 ?percentChangeB2 WHERE { ?tech a survey:TechnologyCategory ; survey:technologyCategoryName ?technologyCategory ; survey:currentDemand ?currentDemand ; survey:percentChangeB1 ?percentChangeB1 ; survey:percentChangeB2 ?percentChangeB2 . } ORDER BY ?technologyCategory,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0599,How large is the aggregate percentage change in Tier1 current demand when comparing BL1 to BL2?,current_demand_baselines,,llm_ranking,llm_ranking,validated_retrieval,0,11,2,,"[{""baseline"": ""BL1"", ""totalChange"": ""11.04""}, {""baseline"": ""BL2"", ""totalChange"": ""-9.03""}]","Answer: Current-demand BL comparison returned 2 row(s). BL1 total change is 11.04, BL2 is -9.03; BL1 is higher than BL2 by 20.07.",kept_selected_nonempty,"SELECT ?baseline (SUM(?pct) AS ?totalChange) WHERE { survey:Tier1CurrentDemand a survey:CurrentDemandAnalysis ; survey:hasAggregatedResult ?entry . ?entry a survey:CurrentDemandAnalysis ; survey:baselineType ?baseline ; survey:percentageChange ?pct . FILTER(?baseline IN ('BL1','BL2')) } GROUP BY ?baseline ORDER BY ?baseline",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0600,"Show the aggregate future demand percentage for Semiconductor, categorized by region and quarter?",future_demand,,llm_ranking,llm_ranking,validated_retrieval,0,5,35,,"[{""percentShare"": ""22.5"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Americas""}, {""percentShare"": ""18.33"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Asia Pacific/All Other""}, {""percentShare"": ""20.0"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Asia Pacific/China""}, {""percentShare"": ""20.83"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Europe""}, {""percentShare"": ""18.33"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Japan""}, {""percentShare"": ""25.63"", ""quarterLabel"": ""Q2 2025"", ""regionName"": ""Americas""}, {""percentShare"": ""16.25"", ""quarterLabel"": ""Q2 2025"", ""regionName"": ""Asia Pacific/All Other""}, {""percentShare"": ""20.0"", ""quarterLabel"": ""Q2 2025"", ""regionName"": ""Asia Pacific/China""}, {""percentShare"":...","Answer: The query returned 35 row(s). First results: quarter label: Q1 2026, region name: Americas, percent share: 22.5; quarter label: Q1 2026, region name: Asia Pacific/All Other, percent share: 18.33; quarter label: Q1 2026, region name: Asia Pacific/China, percent share: 20.0; quarter label: Q1 2026, region name: Europe, percent share: 20.83; quarter label: Q1 2026, region name: Japan, percent share: 18.33; quarter label: Q2 2025, region name: Americas, percent share: 25.63; quarter label: Q2 2025, region name: Asia Pacific/All Other, percent share: 16.25; quarter label: Q2 2025, region name: Asia Pacific/China, percent share: 20.0.",selected_best_executable_candidate,SELECT ?quarterLabel ?regionName (ROUND(((SUM(?pct) / ?grandTotal) * 100) * 100) / 100 AS ?percentShare) WHERE { BIND(survey:Semiconductor_Survey AS ?surveyType) ?origin a ?surveyType . ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:quarter ?q ; survey:totalDemandPercentageChange ?pct . ?q survey:periodLabel ?quarterLabel . ?region survey:regionName ?regionName . { SELECT ?origin ?quarterLabel (SUM(?v) AS ?grandTotal) WHERE { ?e a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:quarter ?qq ; survey:totalDemandPercentageChange ?v . ?qq survey:periodLabel ?quarterLabel . } GROUP BY ?origin ?quarterLabel } } GROUP BY ?quarterLabel ?regionName ?grandTotal ORDER BY ?quarterLabel ?regionName,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0601,"For each component, what is the total number of Tier1 inventory trend records available?",inventory,,direct_graph_supported,auto_answer,capability_inventory,0,1,9,,"[{""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_EV"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_both"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""3"", ""trend"": ""S...","Answer: The query returned 9 row(s). First results: component: Component_EV, trend: Decrease, participant total: 1; component: Component_EV, trend: Increase, participant total: 1; component: Component_EV, trend: Stable, participant total: 3; component: Component_both, trend: Decrease, participant total: 1; component: Component_both, trend: Increase, participant total: 1; component: Component_both, trend: Stable, participant total: 3; component: Component_non_EV, trend: Decrease, participant total: 1; component: Component_non_EV, trend: Increase, participant total: 1.",,SELECT ?component ?trend (SUM(?participants) AS ?participantTotal) WHERE { ?entry a survey:InventoryDevelopment_Tier1 ; survey:forComponent ?component ; survey:inventoryTrend ?trend ; survey:participantCount ?participants . } GROUP BY ?component ?trend ORDER BY ?component ?trend,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0602,How many OrderCancellation entries reference OEM survey documents?,order_cancellation,,llm_ranking,llm_ranking,validated_retrieval,0,7,1,,"[{""count"": ""0""}]",Answer: The result is 0.,kept_selected_nonempty,SELECT (COUNT(?oc) AS ?count) WHERE { ?oc a survey:OrderCancellation ; survey:hasSurveyOrigin ?o . ?o a survey:OEM_Survey },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0603,How do the total and average demand figures appear in the Tier1 survey results?,regional_demand,,llm_ranking,llm_ranking,infineon,0,7,1,,"[{""avgDemand"": ""20.0"", ""totalDemand"": ""100.0""}]","Answer: The query returned 1 row(s). Results: total demand: 100.0, avg demand: 20.0.",kept_selected_nonempty,SELECT (SUM(?unitsSold) AS ?totalDemand) (AVG(?unitsSold) AS ?avgDemand) WHERE { ?demandForRegion a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:totalDemand ?unitsSold . ?origin a survey:Tier1_Survey . },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0604,"How many companies are reported as experiencing shortages in each of the Tier1, OEM, and Semiconductor survey results?",shortage,,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""companyCount"": ""2"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""2"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""2"", ""surveyGroup"": ""Tier1""}]","Answer: The query returned 3 row(s). Results: survey group: OEM, company count: 2; survey group: Semiconductor, company count: 2; survey group: Tier1, company count: 2.",,"SELECT ?surveyGroup (COUNT(?company) AS ?companyCount) WHERE { VALUES (?origin ?surveyGroup) { (survey:OEM_Survey_Instance ""OEM"") (survey:Tier1_Survey_Instance ""Tier1"") (survey:Semiconductor_Survey_Instance ""Semiconductor"") } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . FILTER(?shortage = true) } GROUP BY ?surveyGroup ORDER BY ?surveyGroup",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0605,How many vehicle sales units were recorded per month in the actual dataset?,vehicle_sales,,direct_graph_supported,auto_answer,capability_inventory,0,1,12,,"[{""monthLabel"": ""Apr 2023"", ""unitsSold"": ""6425650""}, {""monthLabel"": ""Aug 2023"", ""unitsSold"": ""7057393""}, {""monthLabel"": ""Dec 2023"", ""unitsSold"": ""8093262""}, {""monthLabel"": ""Feb 2023"", ""unitsSold"": ""6176907""}, {""monthLabel"": ""Jan 2023"", ""unitsSold"": ""5727449""}, {""monthLabel"": ""Jul 2023"", ""unitsSold"": ""7066342""}, {""monthLabel"": ""Jun 2023"", ""unitsSold"": ""7678947""}, {""monthLabel"": ""Mar 2023"", ""unitsSold"": ""7847474""}, {""monthLabel"": ""May 2023"", ""unitsSold"": ""7164150""}, {""monthLabel"": ""Nov 2023"", ""unitsSold"": ""7699941""}, {""monthLabel"": ""Oct 2023"", ""unitsSold"": ""7459190""}, {""monthLabel"": ""Sep 2023"", ""unitsSold"": ""7728774""}]","Answer: Vehicle-sales results returned 12 grouped row(s). Groups: month label: Apr 2023, units sold: 6425650; month label: Aug 2023, units sold: 7057393; month label: Dec 2023, units sold: 8093262; month label: Feb 2023, units sold: 6176907; month label: Jan 2023, units sold: 5727449; month label: Jul 2023, units sold: 7066342; month label: Jun 2023, units sold: 7678947; month label: Mar 2023, units sold: 7847474; month label: May 2023, units sold: 7164150; month label: Nov 2023, units sold: 7699941; month label: Oct 2023, units sold: 7459190; month label: Sep 2023, units sold: 7728774.",,"SELECT ?monthLabel (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:isActualData true ; survey:forTimePeriod ?month ; survey:unitsSold ?units . OPTIONAL { ?month survey:periodLabel ?periodLabel . } BIND(COALESCE(?periodLabel, REPLACE(STR(?month), ""^.*/"", """")) AS ?monthLabel) } GROUP BY ?monthLabel ORDER BY ?monthLabel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0606,"For Level 5 autonomous driving, which vehicle type leads in percentage?",autonomous_driving,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""avgPercentage"": ""82.0"", ""saeLevel"": ""SAE_Level_5"", ""vehicleType"": ""BEHV""}]","Answer: Autonomous-driving development returned 1 grouped row(s). Groups: vehicle type: BEHV, sae level: SAE Level 5, avg percentage: 82.0.",,"SELECT ?vehicleType ?saeLevel (AVG(?pct) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasVehicleType ?vehicle ; survey:hasSAELevel ?sae ; survey:hasPercentage ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) BIND(REPLACE(STR(?sae), ""^.*/"", """") AS ?saeLevel) } GROUP BY ?vehicleType ?saeLevel ORDER BY DESC(?avgPercentage) LIMIT 1",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0607,Which technology categories are included in the catalog?,catalog_lookup,,direct_graph_supported,auto_answer,capability_inventory,0,1,5,,"[{""technologyCategory"": ""10-16 nm""}, {""technologyCategory"": ""180-500 nm""}, {""technologyCategory"": ""2-7 nm""}, {""technologyCategory"": ""28-45 nm""}, {""technologyCategory"": ""55-150 nm""}]",Answer: The query returned 5 row(s). Results: technology category: 10-16 nm; technology category: 180-500 nm; technology category: 2-7 nm; technology category: 28-45 nm; technology category: 55-150 nm.,,"SELECT DISTINCT ?technologyCategory WHERE { ?technology a survey:TechnologyCategory . OPTIONAL { ?technology survey:technologyCategoryName ?technologyName . } BIND(COALESCE(?technologyName, REPLACE(STR(?technology), ""^.*/"", """")) AS ?technologyCategory) } ORDER BY ?technologyCategory",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0608,How does the average current-demand change at BL1 and BL2 for Tier1 companies classified under Automotive?,current_demand_baselines,,llm_ranking,llm_ranking,validated_retrieval,0,9,2,,"[{""avgPctChange"": ""11.04"", ""baseline"": ""BL1""}, {""avgPctChange"": ""-9.03"", ""baseline"": ""BL2""}]","Answer: Current-demand BL comparison returned 2 row(s). BL1 percentage change is 11.04, BL2 is -9.03; BL1 is higher than BL2 by 20.07.",kept_selected_nonempty,"SELECT ?baseline (AVG(?pct) AS ?avgPctChange) WHERE { survey:Tier1CurrentDemand a survey:CurrentDemandAnalysis ; survey:hasSurveyOrigin survey:Tier1_Survey ; survey:hasMarketSegment survey:Automotive ; survey:hasAggregatedResult ?entry . ?entry a survey:CurrentDemandAnalysis ; survey:hasMarketSegment survey:Automotive ; survey:baselineType ?baseline ; survey:percentageChange ?pct . FILTER(?baseline IN ('BL1', 'BL2')) } GROUP BY ?baseline ORDER BY ?baseline",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0609,"What is the total projected demand for Option1, Option2, and Option3 in the Automotive sector for each quarter?",future_demand,,llm_ranking,llm_ranking,validated_retrieval,0,5,8,,"[{""Option1"": ""9.03"", ""Option2"": ""9.03"", ""Option3"": ""9.03"", ""quarter"": ""Quarter_Current_Quarter""}, {""Option1"": ""1.33"", ""Option2"": ""1.33"", ""Option3"": ""1.33"", ""quarter"": ""Quarter_Q1_2026""}, {""Option1"": ""55.19"", ""Option2"": ""55.19"", ""Option3"": ""55.19"", ""quarter"": ""Quarter_Q2_2025""}, {""Option1"": ""1.0"", ""Option2"": ""1.0"", ""Option3"": ""1.0"", ""quarter"": ""Quarter_Q2_2026""}, {""Option1"": ""-21.14"", ""Option2"": ""-21.14"", ""Option3"": ""-21.14"", ""quarter"": ""Quarter_Q3_2025""}, {""Option1"": ""17.39"", ""Option2"": ""17.39"", ""Option3"": ""17.39"", ""quarter"": ""Quarter_Q3_2026""}, {""Option1"": ""22.69"", ""Option2"": ""22.69"", ""Option3"": ""22.69"", ""quarter"": ""Quarter_Q4_2025""}, {""Option1"": ""12.5"", ""Option2"": ""12.5"", ""Option3"": ""12...","Answer: The query returned 8 row(s). Results: quarter: Quarter_Current_Quarter, option1: 9.03, option2: 9.03, option3: 9.03; quarter: Quarter_Q1_2026, option1: 1.33, option2: 1.33, option3: 1.33; quarter: Quarter_Q2_2025, option1: 55.19, option2: 55.19, option3: 55.19; quarter: Quarter_Q2_2026, option1: 1.0, option2: 1.0, option3: 1.0; quarter: Quarter_Q3_2025, option1: -21.14, option2: -21.14, option3: -21.14; quarter: Quarter_Q3_2026, option1: 17.39, option2: 17.39, option3: 17.39; quarter: Quarter_Q4_2025, option1: 22.69, option2: 22.69, option3: 22.69; quarter: Quarter_Q4_2026, option1: 12.5, option2: 12.5, option3: 12.5.",switched_to_nonempty_candidate,"SELECT ?quarter (SUM(IF(?baseline = ""Option1"", ?pct, 0)) AS ?Option1) (SUM(IF(?baseline = ""Option2"", ?pct, 0)) AS ?Option2) (SUM(IF(?baseline = ""Option3"", ?pct, 0)) AS ?Option3) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:hasMarketSegment survey:Automotive ; survey:baselineType ?baseline ; survey:forTimePeriod ?quarter ; survey:percentageChange ?pct . FILTER(?baseline IN (""Option1"", ""Option2"", ""Option3"")) } GROUP BY ?quarter ORDER BY ?quarter",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0610,How many Tier1 inventory trends are recorded for each component?,inventory,,direct_graph_supported,auto_answer,capability_inventory,0,1,9,,"[{""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_EV"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_both"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""3"", ""trend"": ""S...","Answer: The query returned 9 row(s). First results: component: Component_EV, trend: Decrease, participant total: 1; component: Component_EV, trend: Increase, participant total: 1; component: Component_EV, trend: Stable, participant total: 3; component: Component_both, trend: Decrease, participant total: 1; component: Component_both, trend: Increase, participant total: 1; component: Component_both, trend: Stable, participant total: 3; component: Component_non_EV, trend: Decrease, participant total: 1; component: Component_non_EV, trend: Increase, participant total: 1.",,SELECT ?component ?trend (SUM(?participants) AS ?participantTotal) WHERE { ?entry a survey:InventoryDevelopment_Tier1 ; survey:forComponent ?component ; survey:inventoryTrend ?trend ; survey:participantCount ?participants . } GROUP BY ?component ?trend ORDER BY ?component ?trend,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0611,What is the total number of semiconductor order cancellation responses for each combination of technology category and response type?,order_cancellation,,direct_graph_supported,auto_answer,capability_inventory,0,1,15,,"[{""participantCount"": ""1"", ""responseType"": ""Decrease"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participantCount"": ""2"", ""responseType"": ""Increase"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participantCount"": ""0"", ""responseType"": ""Stable"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participantCount"": ""2"", ""responseType"": ""Decrease"", ""technologyCategory"": ""OrderCancellationChange_Semi_180nm_or_greater""}, {""participantCount"": ""0"", ""responseType"": ""Increase"", ""technologyCategory"": ""OrderCancellationChange_Semi_180nm_or_greater""}, {""participantCount"": ""1"", ""responseType"": ""Stable"", ""technologyCategory"": ...",Answer: Order-cancellation results returned 15 row(s). The largest returned participant count is Increase for OrderCancellationChange Semi 10nm to <28nm with 2.,,"SELECT ?technologyCategory ?responseType (SUM(?participants) AS ?participantCount) WHERE { ?entry a survey:OrderCancellation ; survey:forTechnologyCategory ?technology ; survey:hasResponseType ?responseType ; survey:participantCount ?participants . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ?responseType ORDER BY ?technologyCategory ?responseType",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0612,How many DemandForRegion items have connections to Tier1 survey results?,regional_demand,,llm_ranking,llm_ranking,infineon,0,5,1,,"[{""count"": ""0""}]",Answer: The result is 0.,kept_selected_nonempty,SELECT (COUNT(?demandForRegion) AS ?count) WHERE { ?demandForRegion a survey:DemandForRegion ; survey:hasSurveyOrigin survey:Tier1_Survey . },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0613,Identify the total number of OEM companies that have reported a semiconductor shortage?,shortage,,direct_graph_supported,auto_answer,capability_inventory,0,1,2,,"[{""companyName"": ""Company1_OEM""}, {""companyName"": ""Company2_OEM""}]",Answer: The query returned 2 row(s). Results: company name: Company1_OEM; company name: Company2_OEM.,,"SELECT DISTINCT ?companyName WHERE { BIND(""OEM"" AS ?surveyGroup) ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . FILTER(?origin = survey:OEM_Survey_Instance) FILTER(?shortage = true) OPTIONAL { ?company survey:companyName ?name . } BIND(COALESCE(?name, REPLACE(STR(?company), ""^.*/"", """")) AS ?companyName) } ORDER BY ?companyName",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
